Sample,Study,Disease/Tissue,TNF,MS4A1,EGFR,VEGFA,ERBB2,CTLA4,PDCD1,IL6,TNFSF11,PCSK9
TCGA-WP-A9GB-01,TCGA,Sarcoma,4.849,1.127,11.58,12.13,11.9,0.6708,0.6708,2.662,0.6708,9.146
GTEX-11ZUS-0526-SM-59884,GTEX,Artery,6.076,6.108,11.71,12.1,11.8,5.83,5.332,8.977,2.468,3.533
GTEX-SJXC-2026-SM-4DM6N,GTEX,Prostate,1.378,6.158,11.62,16.9,13.71,5.178,5.113,7.772,1.378,2.07
GTEX-11P81-1426-SM-5P9JN,GTEX,Colon,1.04,1.04,11.86,10.94,11.39,2.385,2.651,5.03,1.638,2.059
TCGA-EJ-7789-11,TCGA,Prostate Adenocarcinoma,2.54,4.85,12.34,14.85,13.41,4.795,4.341,5.539,2.401,3.95
GTEX-WHWD-0326-SM-3LK6L,GTEX,Heart,2.817,4.011,10.79,14.19,12.96,2.817,8.866,7.24,1.593,3.711
TCGA-EW-A424-01,TCGA,Breast Invasive Carcinoma,6.338,3.892,9.238,12.19,13.55,3.329,4.085,4.444,3.728,5.317
TCGA-EJ-A65J-01,TCGA,Prostate Adenocarcinoma,1.185,1.541,12.53,11.59,14.07,4.375,3.712,4.795,1.185,0.0
TCGA-DU-7014-01,TCGA,Brain Lower Grade Glioma,5.576,0.0,14.07,9.088,10.02,1.835,1.835,2.617,0.5977,0.0
TCGA-DM-A1HB-01,TCGA,Colon Adenocarcinoma,4.461,1.186,10.0,12.38,12.88,4.795,3.215,9.199,1.186,11.87
GTEX-Y3IK-2826-SM-4WWDW,GTEX,Artery,0.0,3.92,11.85,10.85,12.93,4.167,3.622,5.893,1.529,2.254
TCGA-BR-A4PF-01,TCGA,Stomach Adenocarcinoma,3.838,3.975,12.74,11.65,11.84,7.523,8.096,4.936,7.866,5.76
GTEX-13O61-1826-SM-5KM4I,GTEX,Breast,0.0,4.14,12.82,15.76,9.799,4.762,5.047,10.1,0.0,1.129
TCGA-DA-A1I2-06,TCGA,Skin Cutaneous Melanoma,4.637,7.483,6.304,12.22,10.55,5.419,6.381,4.682,3.9,1.76
TCGA-EE-A2GK-06,TCGA,Skin Cutaneous Melanoma,7.835,14.85,9.585,10.59,9.396,9.24,9.773,7.355,9.756,5.044
TCGA-CN-6992-01,TCGA,Head & Neck Squamous Cell Carcinoma,4.625,4.1,13.32,12.93,12.38,6.436,5.777,7.266,6.833,12.44
GTEX-ZTX8-0226-SM-5E44D,GTEX,Esophagus,5.117,4.575,12.8,11.63,13.14,6.528,5.873,4.436,3.431,10.22
GTEX-139YR-0526-SM-5L3DG,GTEX,Heart,4.132,3.83,10.5,15.2,12.49,2.106,8.198,9.263,0.0,0.0
TARGET-51-PALFYG-01,TARGET,Clear Cell Sarcoma Of The Kidney,0.0,3.273,14.26,11.45,11.12,0.0,0.0,1.663,1.059,2.088
GTEX-111YS-0006-SM-5NQBE,GTEX,Whole Blood,7.117,7.931,4.213,8.842,7.871,5.527,5.745,0.0,0.0,7.824
GTEX-13CF2-0011-R1a-SM-5LZY1,GTEX,Brain,2.263,3.105,9.736,10.58,9.723,0.0,2.263,4.018,0.0,2.263
GTEX-TML8-0926-SM-4DXSJ,GTEX,Ovary,1.778,4.59,11.64,10.75,11.66,2.551,3.962,4.437,0.0,3.717
TCGA-B4-5832-01,TCGA,Kidney Clear Cell Carcinoma,1.115,6.523,13.4,12.95,8.425,6.541,2.999,6.172,4.604,0.0
TCGA-DJ-A3VE-01,TCGA,Thyroid Carcinoma,2.229,4.96,13.48,13.82,14.0,2.837,3.86,6.392,3.664,1.157
TCGA-AF-2689-11,TCGA,Rectum Adenocarcinoma,5.603,10.8,11.92,11.18,13.17,6.113,6.961,6.132,6.044,7.75
TCGA-DJ-A1QQ-01,TCGA,Thyroid Carcinoma,3.225,4.285,14.08,13.7,14.17,4.285,4.918,4.565,6.108,1.993
TARGET-10-PANPJI-09,TARGET,Acute Lymphoblastic Leukemia,12.69,9.374,4.121,9.057,6.547,3.472,8.458,5.132,1.817,0.0
TCGA-E7-A519-01,TCGA,Bladder Urothelial Carcinoma,5.406,6.13,8.681,10.93,14.26,7.071,5.406,5.773,4.759,0.0
TCGA-X6-A7W8-01,TCGA,Sarcoma,5.089,3.089,12.02,12.38,11.89,6.688,6.191,8.818,4.249,3.525
GTEX-ZE7O-0126-SM-57WC1,GTEX,Skin,8.146,3.858,13.47,13.66,13.47,4.248,3.322,8.701,2.459,8.088
GTEX-S4Z8-2126-SM-4AD5H,GTEX,Testis,2.767,5.695,11.68,9.633,11.48,7.5,5.612,5.523,5.163,6.597
TCGA-AO-A0J2-01,TCGA,Breast Invasive Carcinoma,4.595,5.58,11.42,13.31,13.91,7.124,6.535,4.732,4.378,7.372
TCGA-KK-A6E2-01,TCGA,Prostate Adenocarcinoma,2.083,6.821,11.53,10.64,13.16,4.851,4.883,4.715,1.199,0.0
TCGA-35-5375-01,TCGA,Lung Adenocarcinoma,3.848,8.587,9.29,12.08,11.72,6.567,7.077,8.51,6.965,5.305
TCGA-97-A4M7-01,TCGA,Lung Adenocarcinoma,7.328,9.44,13.37,13.86,12.88,8.538,7.359,7.459,6.123,9.762
TCGA-49-4512-11,TCGA,Lung Adenocarcinoma,5.551,6.799,11.89,11.92,12.03,5.208,4.381,6.665,3.604,9.255
TCGA-6A-AB49-01,TCGA,Lung Squamous Cell Carcinoma,4.29,0.0,12.64,16.14,14.25,4.734,5.073,5.153,3.118,5.889
TCGA-AB-2817-03,TCGA,Acute Myeloid Leukemia,8.123,9.607,4.315,9.727,8.708,4.78,4.315,0.0,1.531,0.0
TCGA-F7-7848-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.653,9.417,14.16,12.6,12.97,6.641,6.623,8.721,4.847,10.05
TCGA-5P-A9JU-01,TCGA,Kidney Papillary Cell Carcinoma,2.443,0.0,12.78,12.2,12.15,3.069,2.79,2.936,0.7985,0.0
TCGA-YT-A95G-01,TCGA,Thymoma,5.484,8.479,13.55,8.289,10.25,4.35,8.386,2.709,2.112,1.413
TCGA-CZ-5457-11,TCGA,Kidney Clear Cell Carcinoma,3.561,1.66,12.37,10.73,14.27,1.888,3.004,4.94,2.257,5.015
GTEX-Q2AH-0326-SM-48U1K,GTEX,Artery,5.294,5.377,11.22,12.55,11.33,5.565,4.79,10.31,1.11,2.162
GTEX-Y5V5-2326-SM-4V6GA,GTEX,Skin,6.046,3.611,13.93,10.67,13.62,2.951,3.319,3.146,0.0,6.164
GTEX-11NUK-2626-SM-5A5MB,GTEX,Testis,3.293,6.357,9.96,9.657,11.2,6.122,3.736,2.651,6.851,6.194
TCGA-CN-4728-01,TCGA,Head & Neck Squamous Cell Carcinoma,6.295,7.06,13.26,12.32,11.96,8.18,6.831,7.443,8.607,8.253
TCGA-37-3783-01,TCGA,Lung Squamous Cell Carcinoma,4.485,6.449,12.29,12.36,10.97,8.434,7.221,9.381,6.061,8.505
TCGA-AC-A2FB-01,TCGA,Breast Invasive Carcinoma,5.162,9.989,11.17,12.22,17.09,8.102,7.237,7.271,5.114,3.384
GTEX-OHPM-2626-SM-5SI7I,GTEX,Thyroid,1.896,2.964,12.03,14.15,13.14,2.345,4.115,3.196,1.239,1.896
GTEX-ZP4G-2326-SM-57WEM,GTEX,Adipose,0.0,3.384,13.08,14.52,10.03,3.922,4.313,5.089,1.124,2.787
TCGA-BH-A0BS-11,TCGA,Breast Invasive Carcinoma,5.751,7.861,12.24,10.67,13.55,3.727,3.843,6.095,3.786,2.117
TCGA-EJ-7312-01,TCGA,Prostate Adenocarcinoma,2.32,2.806,11.21,11.23,13.96,2.32,2.806,1.998,0.0,2.998
TCGA-C8-A12L-01,TCGA,Breast Invasive Carcinoma,5.06,5.797,13.89,14.68,15.11,5.669,5.977,5.831,3.639,7.746
TCGA-CN-6996-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.593,7.171,13.69,11.04,11.94,9.048,7.383,7.95,4.214,10.63
GTEX-ZAB5-0926-SM-5CVMV,GTEX,Esophagus,6.139,10.49,12.31,12.8,12.95,7.086,6.167,8.73,3.397,8.693
TCGA-2H-A9GH-01,TCGA,Esophageal Carcinoma,3.823,4.943,11.5,11.68,13.23,5.936,5.067,2.986,6.561,12.87
GTEX-14753-0926-SM-5Q5BI,GTEX,Thyroid,3.18,6.487,12.01,15.41,12.97,5.739,6.65,7.095,2.331,2.331
GTEX-12BJ1-0006-SM-5SIB5,GTEX,Whole Blood,7.487,10.7,5.335,9.314,7.904,6.317,5.16,1.73,1.73,10.96
TCGA-FP-7735-01,TCGA,Stomach Adenocarcinoma,6.603,8.58,11.89,13.46,16.53,7.09,7.89,3.382,6.662,8.39
GTEX-13PVR-2526-SM-5RQIT,GTEX,Muscle,0.0,1.616,10.88,14.4,11.23,1.616,0.0,5.718,1.616,0.0
GTEX-13CIG-0011-R5b-SM-5L3F2,GTEX,Brain,1.66,1.66,11.59,11.3,10.6,1.66,5.062,4.498,0.0,2.411
GTEX-POMQ-2326-SM-5S2VS,GTEX,Adipose,3.43,6.095,11.19,12.03,10.04,2.685,3.105,9.168,3.105,4.638
TCGA-TM-A84G-01,TCGA,Brain Lower Grade Glioma,4.12,0.0,13.54,10.05,11.03,1.899,0.7507,1.608,0.7507,0.0
TARGET-50-PAKSCC-01,TARGET,Wilms Tumor,1.965,4.086,10.25,10.41,11.86,0.0,3.418,1.294,3.543,2.768
GTEX-12WSH-3126-SM-5LZW8,GTEX,Brain,0.0,0.0,8.766,11.53,7.738,2.021,0.0,4.274,0.0,10.82
TCGA-78-7539-01,TCGA,Lung Adenocarcinoma,6.118,7.513,12.92,11.52,13.32,7.263,7.906,5.47,2.682,3.837
GTEX-PLZ5-0006-SM-2S1NZ,GTEX,Whole Blood,6.119,10.81,5.969,9.26,7.539,9.064,7.591,3.878,0.0,7.428
TCGA-DX-A7EN-01,TCGA,Sarcoma,2.704,0.6338,10.01,11.47,11.61,2.436,0.0,3.452,0.0,8.952
TCGA-J2-8192-01,TCGA,Lung Adenocarcinoma,5.714,8.5,13.96,14.22,13.48,7.565,5.643,8.43,5.907,7.337
TCGA-HC-A48F-01,TCGA,Prostate Adenocarcinoma,1.289,0.0,11.26,11.61,13.74,3.273,1.959,2.598,0.7841,0.0
TCGA-DD-A39Y-01,TCGA,Liver Hepatocellular Carcinoma,3.34,0.816,11.37,12.55,9.919,4.938,4.865,0.816,6.983,12.86
TCGA-CM-6170-01,TCGA,Colon Adenocarcinoma,5.615,6.229,12.27,13.15,13.51,5.358,5.015,5.555,7.349,9.845
GTEX-ZYVF-2726-SM-5GID4,GTEX,Stomach,1.249,3.885,11.87,14.11,11.41,4.342,2.98,9.185,1.909,6.182
TCGA-GF-A2C7-01,TCGA,Skin Cutaneous Melanoma,3.903,1.882,9.931,10.85,11.56,3.415,1.655,5.544,1.385,3.903
TCGA-EE-A2ML-06,TCGA,Skin Cutaneous Melanoma,4.31,8.15,5.924,10.79,11.82,6.488,8.155,4.302,5.885,8.4
TCGA-77-7335-01,TCGA,Lung Squamous Cell Carcinoma,5.953,6.801,11.85,10.34,11.36,8.484,7.637,5.289,6.234,9.522
GTEX-13111-1526-SM-5EGJX,GTEX,Testis,1.409,6.696,10.03,10.23,11.22,6.576,3.214,4.383,5.998,6.524
GTEX-P4PP-3026-SM-3P61O,GTEX,Artery,4.054,4.467,12.11,12.5,11.63,3.587,4.525,10.96,0.0,3.472
GTEX-13X6J-0011-R3b-SM-5P9K5,GTEX,Brain,1.1,2.479,10.82,10.8,9.783,1.1,2.148,4.831,2.479,2.148
TCGA-AA-3496-11,TCGA,Colon Adenocarcinoma,5.269,7.344,11.42,10.13,12.75,3.299,5.094,4.894,4.782,7.844
TCGA-KK-A6E6-01,TCGA,Prostate Adenocarcinoma,3.24,4.598,11.47,12.4,12.6,4.467,5.48,8.253,1.932,0.7687
GTEX-131XH-2726-SM-5GCO2,GTEX,Muscle,2.507,1.741,11.63,14.83,11.02,1.741,0.0,4.863,1.741,3.005
GTEX-13FTW-1226-SM-5LZZ1,GTEX,Prostate,3.391,5.751,12.59,14.8,13.41,4.667,5.284,4.742,2.341,1.892
GTEX-WHSB-0626-SM-4M1XP,GTEX,Esophagus,5.407,10.7,12.08,11.56,11.96,6.159,5.206,6.317,2.983,6.504
GTEX-ZGAY-2226-SM-4YCCX,GTEX,Vagina,3.708,5.435,12.59,12.47,12.53,3.008,4.532,4.709,1.004,5.79
TCGA-E9-A1QZ-01,TCGA,Breast Invasive Carcinoma,6.756,11.19,11.17,10.92,13.69,7.031,6.076,8.094,4.026,2.649
GTEX-12ZZX-2426-SM-5GCOE,GTEX,Skin,5.815,1.42,13.65,12.18,13.51,4.798,2.122,4.4,2.592,4.613
TCGA-2F-A9KO-01,TCGA,Bladder Urothelial Carcinoma,6.433,8.184,10.33,13.54,13.33,7.866,7.281,8.445,5.8,4.467
TCGA-FV-A495-01,TCGA,Liver Hepatocellular Carcinoma,3.048,6.649,11.21,10.87,12.15,6.054,6.783,2.548,2.548,11.84
GTEX-ZVTK-0526-SM-5GZWT,GTEX,Adipose,3.006,4.216,12.37,12.99,9.643,3.53,3.53,4.976,0.0,0.0
TCGA-DG-A2KM-01,TCGA,Cervical & Endocervical Cancer,6.338,10.59,11.65,11.26,11.8,10.69,9.753,5.268,5.524,7.01
GTEX-1122O-0126-SM-5GICA,GTEX,Lung,6.426,6.614,12.18,13.08,12.25,6.722,6.144,7.38,1.063,10.14
TCGA-43-7656-01,TCGA,Lung Squamous Cell Carcinoma,5.669,11.18,12.79,12.65,10.69,7.971,8.003,6.557,4.639,8.063
GTEX-1399U-1026-SM-5J1OC,GTEX,Esophagus,4.891,8.761,13.36,11.9,12.93,6.505,5.866,3.64,2.943,8.628
TCGA-FG-A6J3-01,TCGA,Brain Lower Grade Glioma,7.158,0.0,10.64,9.411,10.01,4.243,5.617,7.589,0.0,0.0
TCGA-EQ-A4SO-01,TCGA,Stomach Adenocarcinoma,3.68,6.327,12.15,14.06,14.01,6.421,5.909,7.363,8.484,7.729
GTEX-Y3I4-0726-SM-4TT7M,GTEX,Adipose,7.179,3.641,12.23,12.55,10.01,2.86,5.674,10.16,0.0,5.269
TCGA-B0-5113-01,TCGA,Kidney Clear Cell Carcinoma,4.835,8.214,14.67,17.53,12.33,6.988,6.968,6.858,5.352,2.351
GTEX-13O1R-0726-SM-5IJEI,GTEX,Testis,3.428,5.995,10.04,13.62,11.5,6.306,3.428,8.517,6.38,7.284
TCGA-KL-8334-01,TCGA,Kidney Chromophobe,3.161,6.353,11.8,12.6,12.62,2.314,3.615,3.763,2.314,4.427
TCGA-DV-5566-01,TCGA,Kidney Clear Cell Carcinoma,5.33,4.475,13.2,15.61,12.45,4.763,5.736,6.412,3.539,2.346
TCGA-CV-7427-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.767,4.99,13.33,12.19,13.02,7.973,7.108,6.894,3.437,10.9
TCGA-ES-A2HT-01,TCGA,Liver Hepatocellular Carcinoma,2.544,2.209,11.98,10.85,11.87,4.163,4.906,4.653,3.709,11.35
GTEX-11O72-2326-SM-5BC7H,GTEX,Thyroid,1.915,3.98,11.89,15.2,13.04,5.472,6.19,8.138,1.509,2.49
GTEX-ZG7Y-0926-SM-5EQ6O,GTEX,Heart,3.98,1.883,9.681,12.61,12.72,2.949,6.762,3.38,0.0,1.229
TCGA-LD-A66U-01,TCGA,Breast Invasive Carcinoma,7.119,7.899,8.936,10.92,14.06,7.281,8.066,7.698,5.714,4.616
TCGA-CZ-5987-11,TCGA,Kidney Clear Cell Carcinoma,3.353,6.392,12.21,11.21,12.81,5.451,4.563,6.986,2.78,3.23
TCGA-AO-A1KO-01,TCGA,Breast Invasive Carcinoma,4.523,4.446,13.31,10.6,12.64,5.452,4.04,6.604,7.224,2.367
TCGA-WB-A81R-01,TCGA,Pheochromocytoma & Paraganglioma,1.293,2.602,4.02,11.11,8.258,1.666,5.19,0.0,1.293,0.0
GTEX-WOFM-0126-SM-3MJFE,GTEX,Lung,5.244,7.833,12.52,12.69,12.1,7.116,7.174,6.346,1.79,10.06
TCGA-E1-5311-01,TCGA,Brain Lower Grade Glioma,5.975,1.884,14.77,10.2,10.34,2.408,2.408,3.093,0.0,1.657
TCGA-85-8479-01,TCGA,Lung Squamous Cell Carcinoma,6.781,2.29,13.57,14.22,12.19,4.738,2.853,5.347,3.135,10.27
TCGA-V4-A9EE-01,TCGA,Uveal Melanoma,3.477,1.132,7.085,11.11,11.54,4.411,6.38,4.451,1.132,1.479
GTEX-ZEX8-1926-SM-4WKFR,GTEX,Colon,5.197,5.781,11.13,12.02,13.36,4.594,6.177,2.541,2.28,7.555
TCGA-V3-A9ZY-01,TCGA,Uveal Melanoma,0.0,0.0,6.137,7.317,11.53,0.0,3.358,1.728,0.0,1.109
TCGA-KO-8414-01,TCGA,Kidney Chromophobe,3.322,2.365,10.87,13.43,14.46,0.7589,4.02,2.547,1.914,8.188
TCGA-EJ-A8FO-11,TCGA,Prostate Adenocarcinoma,4.723,1.727,12.43,13.79,13.18,3.121,4.225,10.21,0.8236,5.059
TCGA-OR-A5KU-01,TCGA,Adrenocortical Cancer,2.102,0.0,8.396,13.88,7.935,1.069,0.0,2.102,0.0,2.102
TCGA-C5-A3HF-01,TCGA,Cervical & Endocervical Cancer,7.405,6.62,11.31,12.27,13.14,6.525,6.457,6.215,7.142,11.19
TCGA-BF-A1Q0-01,TCGA,Skin Cutaneous Melanoma,3.99,7.228,10.47,11.04,11.43,5.243,6.11,4.227,4.477,3.138
TCGA-ET-A25K-01,TCGA,Thyroid Carcinoma,2.132,6.726,13.21,14.3,14.34,3.584,5.013,8.53,2.79,1.428
TCGA-EM-A1CW-01,TCGA,Thyroid Carcinoma,2.629,6.941,11.8,13.34,12.46,5.606,7.475,5.28,1.354,0.6028
TARGET-50-PALFME-01,TARGET,Wilms Tumor,0.9819,1.973,9.299,10.73,12.05,1.561,5.231,0.9819,0.0,2.555
GTEX-TMZS-0126-SM-3DB9Q,GTEX,Skin,6.931,3.47,12.68,11.09,13.64,2.595,3.233,4.011,0.0,6.162
GTEX-RU72-0011-R7A-SM-2TF5U,GTEX,Brain,2.272,4.029,10.72,10.48,9.928,0.0,4.798,4.984,0.0,4.333
TARGET-50-PALFME-02,TARGET,Wilms Tumor,1.184,2.064,9.269,10.92,11.63,2.064,6.014,1.54,0.0,2.268
GTEX-ZV7C-2026-SM-5NQ8F,GTEX,Testis,2.818,6.781,10.37,8.635,11.45,6.635,2.47,4.012,6.078,7.018
GTEX-13OVI-1426-SM-5L3EY,GTEX,Skin,4.881,2.901,14.44,10.8,13.27,2.901,3.504,3.131,0.0,5.721
GTEX-11DXX-1226-SM-5GICD,GTEX,Esophagus,4.593,1.004,12.52,11.79,11.6,2.592,2.814,8.014,2.006,4.652
GTEX-WXYG-1226-SM-4ONCJ,GTEX,Esophagus,5.326,6.308,12.67,12.36,13.74,7.092,6.335,3.705,3.326,9.446
GTEX-11H98-0011-R11b-SM-5NQ6U,GTEX,Brain,2.583,0.0,9.002,10.85,9.002,2.856,0.0,1.806,0.0,11.06
GTEX-13112-0126-SM-5P9IU,GTEX,Skin,7.945,4.325,13.39,12.43,13.22,5.251,4.91,3.81,3.003,7.647
TCGA-KN-8424-01,TCGA,Kidney Chromophobe,4.242,2.921,12.09,13.29,11.87,3.994,4.77,6.16,2.373,4.738
GTEX-SN8G-0001-SM-3NM8L,GTEX,Cells,11.91,15.46,4.611,13.07,8.811,1.358,8.993,1.742,7.84,0.0
GTEX-P4PP-1026-SM-3NM9O,GTEX,Pancreas,4.273,6.176,10.94,13.21,12.04,0.0,3.193,4.549,1.602,10.24
TCGA-AS-3777-01,TCGA,Kidney Clear Cell Carcinoma,3.25,5.296,12.95,12.47,12.99,4.333,4.609,5.257,3.667,9.53
GTEX-14C38-1226-SM-5S2UK,GTEX,Artery,2.129,2.728,10.61,11.11,11.2,3.15,4.16,9.349,2.129,2.728
TCGA-A5-A2K7-01,TCGA,Uterine Corpus Endometrioid Carcinoma,9.315,0.7854,10.8,13.01,13.16,4.141,4.55,10.86,4.758,7.33
GTEX-PVOW-0426-SM-2XCF8,GTEX,Heart,5.49,6.382,12.0,13.19,11.17,5.657,5.399,4.685,0.0,3.584
GTEX-12KS4-2126-SM-5FQUT,GTEX,Skin,5.719,3.58,13.63,13.61,13.06,4.867,2.51,7.585,4.614,6.683
TCGA-LK-A4NY-01,TCGA,Mesothelioma,2.626,4.701,11.63,13.89,12.56,4.256,5.745,5.624,3.267,9.145
GTEX-PWN1-1526-SM-48TDA,GTEX,Stomach,2.937,5.573,11.01,12.6,12.44,4.603,5.716,5.295,0.0,9.767
GTEX-ZTSS-0726-SM-51MSN,GTEX,Esophagus,3.477,2.337,12.68,10.42,11.14,1.598,3.718,5.411,0.0,2.014
GTEX-OXRN-2626-SM-48TBX,GTEX,Pituitary,3.551,3.849,9.203,11.36,10.22,4.095,5.938,8.616,1.227,1.227
TCGA-BR-7715-11,TCGA,Stomach Adenocarcinoma,8.364,13.39,10.31,11.44,11.27,9.001,9.413,7.581,6.45,7.516
TCGA-BH-A0DO-11,TCGA,Breast Invasive Carcinoma,6.014,6.203,13.12,10.88,13.18,4.528,4.051,7.552,2.631,2.774
TCGA-XF-A9SZ-01,TCGA,Bladder Urothelial Carcinoma,7.164,2.711,11.74,12.93,14.61,6.174,5.02,7.985,3.482,3.221
TCGA-B4-5836-01,TCGA,Kidney Clear Cell Carcinoma,2.922,4.255,14.61,15.41,12.01,3.023,5.622,5.58,3.205,0.0
TCGA-4V-A9QN-01,TCGA,Thymoma,3.765,3.41,12.7,10.66,11.56,5.641,8.23,3.194,5.764,2.234
TCGA-AB-2865-03,TCGA,Acute Myeloid Leukemia,6.471,8.307,0.0,9.53,8.105,5.408,5.945,3.605,1.376,1.376
TCGA-85-8580-01,TCGA,Lung Squamous Cell Carcinoma,4.341,10.12,13.38,12.85,12.69,6.565,7.086,7.202,4.517,10.92
GTEX-146FR-1326-SM-5SIAJ,GTEX,Skin,4.763,1.804,13.93,11.45,13.25,4.471,3.455,3.995,1.167,6.357
TCGA-CD-8534-01,TCGA,Stomach Adenocarcinoma,4.0,9.297,13.36,11.61,13.76,6.415,6.566,4.434,3.375,6.952
TCGA-YH-A8SY-01,TCGA,Pancreatic Adenocarcinoma,6.713,2.267,10.85,13.56,13.33,6.59,4.741,6.455,7.959,6.954
TCGA-EM-A4FN-01,TCGA,Thyroid Carcinoma,3.515,3.43,11.32,12.22,13.5,5.152,4.827,4.361,3.515,0.0
TCGA-AR-A2LJ-01,TCGA,Breast Invasive Carcinoma,9.005,5.522,9.575,10.22,16.87,5.703,6.859,6.641,5.24,5.24
GTEX-1117F-0726-SM-5GIEN,GTEX,Heart,2.29,10.16,10.57,16.01,11.71,6.371,8.48,7.161,1.559,1.559
GTEX-Q2AI-0008-SM-48U2H,GTEX,Cells,1.762,1.762,11.98,13.79,10.27,1.135,0.0,8.668,0.0,3.032
TCGA-K1-A6RT-01,TCGA,Sarcoma,6.244,12.69,10.59,10.56,11.48,8.124,10.24,6.99,5.549,3.329
TCGA-HT-A5R9-01,TCGA,Brain Lower Grade Glioma,7.294,3.954,14.22,10.16,9.742,3.214,2.705,2.705,1.251,3.103
TCGA-EJ-7786-01,TCGA,Prostate Adenocarcinoma,2.225,5.679,12.48,11.62,13.4,3.433,5.141,5.713,1.154,2.402
TCGA-L1-A7W4-01,TCGA,Pancreatic Adenocarcinoma,2.641,3.423,12.43,14.48,12.64,5.176,3.854,8.842,4.764,4.724
GTEX-14BIM-3126-SM-5Q5C7,GTEX,Brain,1.748,3.014,8.979,10.82,8.555,1.748,1.124,5.481,0.0,10.2
TCGA-FG-7634-01,TCGA,Brain Lower Grade Glioma,4.66,0.0,14.02,11.85,9.897,2.715,3.102,5.309,1.008,1.596
TCGA-F5-6810-01,TCGA,Rectum Adenocarcinoma,6.256,3.219,11.07,12.93,12.67,6.416,4.661,8.067,8.211,12.02
GTEX-11TUW-0926-SM-5EQMW,GTEX,Artery,2.431,4.215,11.34,13.68,11.51,4.426,4.096,11.31,0.0,0.0
GTEX-X3Y1-1726-SM-4PQZL,GTEX,Colon,5.051,4.519,11.99,12.26,12.43,3.823,5.051,3.823,2.429,5.487
TCGA-EL-A4JX-01,TCGA,Thyroid Carcinoma,8.237,8.439,11.93,11.45,13.24,7.605,9.085,6.846,7.111,1.594
GTEX-11GSP-0011-R7b-SM-57WC3,GTEX,Brain,5.025,3.798,11.61,11.34,10.16,2.407,4.297,7.104,1.284,3.264
GTEX-OXRL-1626-SM-2YUMU,GTEX,Muscle,2.148,2.62,10.67,13.81,10.79,4.313,1.442,0.0,0.0,2.148
GTEX-R55G-0006-SM-2TC6O,GTEX,Whole Blood,6.679,9.55,6.199,9.555,6.911,4.653,5.122,3.954,0.0,8.962
TCGA-BC-A216-01,TCGA,Liver Hepatocellular Carcinoma,3.248,3.248,12.82,15.31,10.15,8.111,9.399,1.433,3.95,13.03
GTEX-WWYW-0826-SM-3NB2X,GTEX,Thyroid,1.048,4.259,12.14,15.5,12.39,4.55,5.519,11.9,0.0,2.072
GTEX-ZT9W-0008-SM-4YCDJ,GTEX,Cells,3.87,4.923,11.96,11.87,11.77,0.0,0.0,7.731,1.63,6.739
GTEX-13FTW-0926-SM-5J2NJ,GTEX,Artery,4.602,5.644,11.6,10.64,12.14,4.867,5.239,7.111,1.154,4.082
GTEX-YEC3-2526-101809-SM-5CVLT,GTEX,Esophagus,4.086,4.717,12.82,12.53,13.71,4.195,5.155,2.321,1.873,7.611
TCGA-ED-A82E-01,TCGA,Liver Hepatocellular Carcinoma,3.693,0.7339,12.47,13.13,12.36,4.747,3.052,2.109,2.316,7.595
TCGA-EB-A4OY-01,TCGA,Skin Cutaneous Melanoma,4.877,4.068,8.02,9.061,11.88,3.59,8.217,2.519,0.0,1.366
TCGA-CQ-5333-01,TCGA,Head & Neck Squamous Cell Carcinoma,7.815,3.021,12.27,10.15,12.23,8.854,9.115,6.403,4.162,4.162
TCGA-EE-A20C-06,TCGA,Skin Cutaneous Melanoma,2.598,0.0,2.457,11.49,11.63,5.353,2.457,2.302,2.302,1.929
TCGA-EJ-A7NF-01,TCGA,Prostate Adenocarcinoma,1.803,3.749,11.42,12.86,12.76,4.068,4.497,2.364,0.0,3.082
TCGA-OR-A5LB-01,TCGA,Adrenocortical Cancer,0.0,0.0,12.1,12.41,7.839,1.302,0.7933,0.7933,0.0,2.222
TCGA-GL-7966-01,TCGA,Kidney Papillary Cell Carcinoma,4.977,1.58,13.83,13.62,12.81,3.617,4.136,8.336,1.218,2.316
TCGA-63-7022-01,TCGA,Lung Squamous Cell Carcinoma,4.992,7.997,13.09,12.05,11.52,8.105,7.733,5.835,6.483,7.916
GTEX-145MF-1026-SM-5Q5EQ,GTEX,Adipose,5.01,6.948,11.92,13.16,10.58,5.301,5.75,6.43,1.766,4.054
TCGA-2J-AAB4-01,TCGA,Pancreatic Adenocarcinoma,6.836,1.951,11.6,14.21,13.22,6.239,6.674,5.585,6.568,9.392
TCGA-AR-A0TP-01,TCGA,Breast Invasive Carcinoma,5.68,1.185,11.99,14.89,12.37,3.0,0.7106,7.088,5.733,1.185
GTEX-RU1J-0826-SM-46MUU,GTEX,Ovary,3.419,1.915,11.5,11.92,11.29,3.892,4.35,8.14,1.254,3.892
TARGET-50-PAJLIP-01,TARGET,Wilms Tumor,2.381,2.493,8.849,11.73,12.96,2.26,7.468,0.507,3.417,0.8814
GTEX-P4QR-0326-SM-5SI8P,GTEX,Skin,6.553,1.152,14.28,13.7,13.21,3.43,4.179,10.22,1.785,8.408
